a	It is a little speech that I have written for him.
peri	It comes in colors such as Peach and Peri Blue.
pergola	There are many reasons of building a pergola in your garden.
perform	The doctor said he wouldn't be able to perform at first.
perianth	Flower with Perianth removed.
pericardium	The typical pericardium is well developed.
pericarp	Sometimes the pericarp is membranous, sometimes hard, forming a nut, as in some genera of Bambuseae, while in other Bambuseae it becomes thick and fleshy, forming a berry often as large as an apple.
pericarditis	If you have pericarditis, the amount of fluid increases and causes your heart to compress.
pericardial	To this pericardial coelom is frequently added a gonocoel enclosing the gonads and the funnels of their ducts.
pericyclic	In the very frequent cases where the bundles have considerable individuality, the fibrous pericyclic cap very clearly has a common origin from the same strand of tissue as the vascular elements themselves.
periderm	This is the phellogen, Periderm.
pericycle	The cylinder is surrounded by a mantle of one or more layers of parenchymatous cells, the pericycle, and the xylem is generally separated from the phloem in the stem by a similar layer, the mesocycle (corresponding with the amylom sheath in mosses).
performing	But about that year the performing pitch of the Society had reached 452.5.
peridot	August - The August stone is peridot, with sardonyx listed as the August alternate.
perigee	An Anomalistic month is the time in which the moon passes from perigee to perigee, &c.
perihelion	In 1898 the remarkable minor planet Eros was discovered, which, on those rare occasions when in opposition near perihelion, would approach the earth to a distance of 0 .
perilous	They obviously sensed that it would be perilous to tease Brandon.
perikarya	Exner first showed, many years ago, that the nerve impulse travels through the spinal ganglion at the same speed as along the other parts of the nerve trunk - that is, that it suffers no delay in transit through the perikarya of the afferent rootneurons.
perikaryon	The neuron is described as having a cell body or perikaryon from which the cell branches - dendrites and axon - extend, and it is this perikaryon which, as its name implies, muscle produces lactic acids during activity, it has been suggested that acids are among the fatigue substances with which muscle poisons itself when deprived of circulating blood.
perilously	It was balanced perilously between a small town that lacked only a sheriff, and a booming frontier town.
peril	Gibbon's stylistic artifice both averted the peril of prosecution and rendered the attack more telling.
perimeter	He was touring the perimeter, as he did daily.
perineal	As a surgeon, Simon's work came second to his interest in sanitary science, but he claimed priority over Cock in the operation of perineal puncture of the urethra in cases of retention from stricture.
perineum	The male urethra begins at the bladder and runs through the prostate and perineum to the penis, which it traverses as far as the tip. It is divided into a prostatic, membranous and spongy part, and is altogether about 8 inches in length.
periosteum	Where a chronic inflammatory process has taken possession of an organ, or, let us say, has been located in periosteum or other fibrous part, there is a great tendency to the production of cicatricial fibrous tissue in mass.
periodicity	Besides investigating other phenomena connected with a vacuum, he constructed an electrical machine which depended on the excitation of a rotating ball of sulphur; and he made successful researches in astronomy, predicting the periodicity of the return of comets.
periodontal	National collaborative work with the UK National Periodontal Diseases Consortium enables genetic studies of aggressive periodontitis.
periodic	Numerous attempts have been made to find periodic variations in thunderstorm frequency.
periodical	It's like finding a long lost periodical son.
peripheral	They hadn't traveled far down the trail before she got a peripheral view of the building.
peripatetic	He introduced into medical theory the four causes of the Peripatetic system.
peripateticism	Glanvill's first work (a passage in which suggested the theme of Matthew Arnold's Scholar Gipsy), The Vanity of Dogmatizing, or Confidence in Opinions, manifested in a Discourse of the shortness and uncertainty of our Knowledge, and its Causes, with Reflexions on Peripateticism, and an Apology for Philosophy (1661), is interesting as showing one special direction in which the new method of the Cartesian philosophy might be developed.
period	They covered a period of twenty years.
periphery	The largest vessels have ready entrance to the harbour - which has a periphery of 15 m.
periodically	In those localities, however, it is not the same water which varies in temperature with the season, but the water of different warm and cold currents which periodically occupy the same locality as they advance and retreat.
periphrastic	The periphrastic superlatives also greatly outnumber the inflectional superlatives from the Late Middle English period onwards.
peripteral	The temple is a Doric peripteral hexastyle in antis, with 13 columns at the sides; its length is 104 ft., its breadth 452 ft., its height, to the top of the pediment, 33 ft.
perique	Reclaimed marsh-land and fresh alluvium (the so-called front-lands on rivers and bayous) are choice soil for Indian corn, sugar-cane, perique tobacco, semi-tropical fruits and cotton.
periscope	The word periscope was first applied to this instrument.
perishable	The sap-wood is more perishable,, but it is useful for fences, casks and a variety of other purposes;.
perisarc	The perisarc when, present invests the hydrorhiza and hydrocaulus; it may stop short below the hydranth, or it may extend farther.
perish	As matters stand, I must either conquer or perish in a little.
perishables	While many of the products are fresh in the day-to-day sense, they do not include very short-life perishables or chilled goods.
perisperm	Seeds in which endosperm or perisperm or both exist are commonly called albuminous or endospermic, those in which neither is found are termed exalbuminous or exendospermic. These terms, extensively used by systematists, only refer, however, to the grosser features of the seed, and indicate the more or less evident.
perishing	The very elements now began to fight against the perishing but still unconquered host.
peristaltic	One effect he describes is that, after taking opium, The peristaltic Motion of the Intestines becomes more languid.
peristome	The mouth of the pitcher has a corrugated rim (peristome) formed by incurving of the margin, the convex surface of which is firm and shining.
peristalsis	Sometimes there is too little peristalsis, which can slow the passage of undigested material through the colon and cause constipation.
perithecia	The perithecia are only produced exceptionally in Europe, but this stage of the life-history is common in the United States and causes a widely spread disease among the American vines.
perished	The French perished from the conditions to which the Russian army was itself exposed.
perithecium	Ascus from perithecium containing six spores, X30o.
peristyle	The peristyle, if we compare the measurements of the stylobate with those of the drums built into the wall of the Acropolis, may be concluded to have consisted of six Doric columns at the ends and twelve at the sides.
peritoneal	The adult stage, for example, has been found in the nasal passages of sheep, goats, horses and even of man, and the larval stage in the pleural and peritoneal cavities of dogs and cats.
periwinkle	There are many shades of blue, however what makes periwinkle special is the fact that it blends so well with other colors, making it an extremely versatile color choice.
perjured	The well-meaning but weak king Zedekiah he denounces with bitter scorn as a perjured traitor (xvii).
peritonitis	On the 19th of March he was seized with what proved to be peritonitis, and he died on the 24th.
peritoneum	At its posterior margin the peritoneum of the great sac is reflected on to the diaphragm to form the anterior layer of the coronary ligament.
perjurer	To cause loss of liberty or property by false witness was punished by the penalty the perjurer sought to bring upon another.
perky	She was panting, and light beads of sweat dripped down between the cleavage of her perfectly-formed perky breasts.
perk	His words seemed to perk up Franny.
permafrost	Until recently, permafrost has locked carbon and methane beneath the surface of the planet.
perjury	By this act of perjury a verdict of guilty was procured from the jury.
permanence	In such a state of mind as this there was no motive for seeking permanence by writing.
permanency	The permanency of colour by which they are distinguished is attributed to the properties of the water of the Stour, which is impregnated with iron and fuller's earth.
perlite	These globular bodies are, in fact, merely the more coherent portions of a perlite; the rest of the rock falls down in a fine powder setting free the glassy spheres.
perlitic	When it cools it becomes hard, but if before it is quite cold we plunge it into cold water a very perfect perlitic structure will arise in it.
perm	Astrakhan, perhaps extending also into Perm.
permeate	A distinct smell of stinking fish began to permeate the EU institutions !
permeable	The crust of the earth, so far as it is permeable and above the sea-level, receives from rainfall its supply of fresh water.
permanganate	On oxidation with potassium permanganate it is converted into acetyl urea, together with other products.
permeability	The first exact experiments demonstrating the changes which occur in the permeability of iron,, 3 Phil.
permission	She politely asked her mother for permission, which was granted.
permissive	Children in permissive households may also learn behaviors that do not serve them well in adulthood, such as manipulative behavior, lacking a sense of self-discipline, and an inability to cope with authority.
permeation	In FrontPage 2003, Microsoft acknowledged the permeation of Flash on the web and included the option simply let the program generate the code for itself.
permanent	She wanted a permanent relationship with him - marriage.
permissible	This may not be logical, but long usage has made it permissible or even necessary.
permittivity	Nothing is going to have a relative permittivity less than that of a vacuum!
permutation	Separation anxiety disorder is one permutation of anxiety disorders that is common in children.
pern	The most famous fantasy-literature dragons, of course, are Anne McCaffrey's The Dragonriders of Pern.
pernicious	The pernicious weed has spread all through the flower bed.
permit	The permit is withdrawn if the clearance is not obtained within three years.
peroration	The peroration contains a noble appeal to the Italian liberator of his dreams, and a parallel from Macedonian history, which, read by the light of this century, sounds like a prophecy of Piedmont.
permanently	In any event, someone is permanently finished doing anything.
perpendicularly	For a point in the line OY bisecting the magnet perpendicularly, 0 =42 therefore cos 0 =0, and the point D is at an infinite distance.
perpetuate	Nations are possessed with an insane ambition to perpetuate the memory of themselves by the amount of hammered stone they leave.
perpetrate	There have always been con artists who take advantage of legitimate services in order to perpetrate criminal acts.
perpetrator	The actual perpetrator of the deed, a soldier, was tried and executed, but he was apparently ignorant of the persons who procured his services.
perpetuity	The land revenue was fixed in perpetuity with the zemindar in 17 93.
perpetuation	One major problem with reality TV is the perpetuation of problems with America.
perpetually	The grounds for the music hall were given by the city and are perpetually exempt from taxation.
perplex	Conversations, actions and minute details that the person would have no way of knowing perplex scientists.
perry	He entered the navy as midshipman (1799) with his father, Christopher Raymond Perry (1761-1818), a captain in the navy, and saw service against the Barbary pirates.
perplexing	It was on one of those occasions that Lisa made her first perplexing discovery.
perplexed	She was perplexed by this creature.
peroxide	In some cases, such as that of peroxide of lead, an increase of resistance takes place.
pers	The mountain tribes on the road (the Oxii, Pers, Huzha), accustomed to exact blackmail even from the king's train, learnt by a bitter lesson that a stronger hand had come to wield the empire.
perron	The sword in the perron (stone pillar or block), the withdrawal of which proves his right to the kingdom, is the sword of the Branstock.
perplexity	In my perplexity I did not know whose aid and advice to seek.
perse	A company was formed in the same year and started business at Teheran in 1890 as the Banque des Prts de Perse.
persecute	For when after death the powers of the air throng around and persecute, the soul flees into the first lodging of clay that it finds.
perseverance	It took planning and perseverance to be successful.
persecutor	He was of course a persecutor of heretics.
persevere	When Grey attempted to persevere with his scheme he was recalled.
persist	Nightmares persist with the dogs of the law in never ending pursuit.
persistence	Hence the Persistence of Force is the ultimate basis of knowledge.
persimmon	Other trees common in the state are the persimmon, sassafras, and, in the Ohio Valley region, the sycamore.
perpendicular	The old woodwork is fine, part being Perpendicular, but the greater portion dates from 1621.
persevering	The English enterprises were persevering, continuous and successful.
persistency	Although not a man of great importance, Bibulus showed great persistency as the enemy of Caesar.
perpetual	She was an attractive girl with a quick smile and a perpetual twinkle in her eyes.
persistently	The direction of their inquiry is persistently outward.
persnickety	I have a Siamese who is very persnickety about her litter box.
persona	He slipped into that professional persona.
personal	We all have a personal life.
personable	He's a personable young man and a whale of a basketball player.
persian	In Persian Yauna was the generic term for Greeks.'
persistent	He was completely obsessed by one persistent thought.
personality	His personality was quiet and sober.
personae	Modern critics would place his birth later, - between 444 and 436 B.C.,- because, in Plato's Republic, of which the scene is laid about 430 B.C., Cephalus, the father of Lysias, is among the dramatis personae, and the emigration of Lysias to Thurii was said to have followed his father's death.
person	Do you expect to find this person in Ashley?
personage	Every prince of the blood is a royal personage.
personalty	The chief sources of revenue are taxes on realty, personalty and corporations, a poll-tax, and licences.
personification	He was the personification of evil.
personate	Now Perkin Warbeck had first appeared in Ireland in 1491, and had somehow been persuaded there to personate Richard, duke of York, the younger of the two princes murdered in the Tower, pretending that he had escaped, though his brother had been killed.
persecution	Under the persecution, a large number were killed, and between four and five millions of Protestants left the country.
personation	These offences include not only treating, undue influence, bribery and personation, but certain others, of which the following are the chief.
perspective	When he spoke, his perspective surprised her.
personalization	This gives the album a great deal of personalization.
personify	These actors personify the concept of fame, from great performances to interesting and unique personal lives.
perspicacious	The Jagiellos were rarely brilliant, but they were always perspicacious.
perspex	Concours Clarion portable Circa late 1960s - Portable reel to reel tape recorder in light gray metal case with clear perspex cover.
personalize	For an elegant take, consider having the shirts monogrammed with the bridal party members' initials.Another way to personalize the tees is to include the date of the wedding and the bride and groom's names.
perspiration	Perspiration ran down the back of her neck.
perspicacity	It is by sheer strength of thought, by the vigorous perspicacity with which he strikes the lines of cleavage of his subject, that he makes his way into the mind of the reader; in the presence of gifts of this power we need not quarrel with an ungainly style.
personnel	He also asked for and received Byrne's department personnel file.
perspicuity	De Morgan's writings, however excellent, give little idea of the perspicuity and elegance of his viva voce expositions, which never failed to fix the attention of all who were worthy of hearing him.
perspicuous	His style is perfectly perspicuous, and its strong home-touch compensates for what is lacking in elasticity and grace.
perspire	Children perspire less than adults and require a higher core body temperature to trigger sweating.
persuasion	Conversion is to be effected by persuasion, not by the sword.
persuader	The knowledge that one will be caught is the most effective persuader.
persuasive	You're the most persuasive person I've ever met.
pertinacious	Apart from his pertinacious fight for economy Hume was not always fortunate in his political activity.
pert	Shadows played across the delicate, pert features.
pertain	Your questions should pertain directly to the discussion topic.
persuade	How did you persuade Mother to agree to this?
pertinent	So give me some pertinent facts.
pertinaciously	Throughout this dual existence Mr. Dodgson pertinaciously refused to acquiesce in being publicly identified with Lewis Carroll.
persuasiveness	He had a great reputation as an orator, and is characterized by Ennius as the quintessence of persuasiveness (suadae medulla).
pertinacity	They fought with more pertinacity than bulldogs.
perturb	The first news of the Russian attack did not perturb Austrian headquarters, though Gen.
perturbation	After various remodellings, and amid much perturbation, secession, violent reproach, the Household Suffrage Bill passed in August 1867.
personally	Personally, I like it best too, and I think it's the best bargain.
pertinently	Applying this synechological view to the supposed inclusion of soul in soul, he deduced the conclusion that, as here the nature of one's soul is to unite one's little body, so hereafter its essence will be to unite a greater body, while God's spirit unites the whole world by His omnipresence; and he pertinently asked, in opposition to the punctual view, whether God's soul is centred in a point.
perusal	Perusal of the map below will show the location.
pertinence	Some of these are of historical interest, while others have a pertinence to mining at the locality in modern times.
pertussis	The vaccine is designed to prevent diphtheria, tetanus, pertussis, hepatitis B and polio.
peruvian	Iquique was an insignificant Peruvian fishing settlement until 1830 when the export of nitrate began.
perverse	His perverse thoughts were so disturbing so he decided to try seeing a therapist.
pervade	He appeared at a time when contempt for intellectual pursuits had begun to pervade society.
peruse	Catch your breath, relax and peruse the cafe's single-estate coffee menu.
pervasive	As I was saying digital practice is so pervasive.
perversion	The older Protestantism uncompromisingly judged the monastic ideal and life to be both unchristian and unnatural, an absolute perversion deserving nothing but condemnation.
perversity	But except for this single instance of oversight or perversity her defence was throughout a masterpiece of indomitable ingenuity, of delicate and steadfast courage, of womanly dignity and genius.
perverted	The Apostolic tradition might have been perverted and corrupted.
pervert	Wealth, popularity and power tend to dethrone the authority of reason and to pervert the soul from the natural to the artificial.
pes	Quite another and later work is the Pes.
pervious	In Hirudo the funnel is not pervious and is composed of a large number of cells.
perversely	The stint in jail, perversely enough, added to his allure.
pessary	Similarly I will not give a woman a destructive pessary.
pester	I know you're mad at him and thought you'd like to pester him.
peseta	The silver coinage consists of the sol (100 cents), half sol (50 cents), and pieces of 20 (peseta), so and 5 cents; and the copper coinage of 1 and 2 cents.
pessimism	It is pessimism that says, We are doomed.
pessimistic	At the time in history when our future has never looked brighter, it is baffling that some people are more pessimistic than ever.
pesky	These kits will kill and help you take control of those pesky bed bugs.
peso	The peso is also the name of the Mexican dollar.
pessimist	Carlyle was throughout a pessimist or a prophet denouncing a backsliding world.
pesticide	Not just a certain pesticide, but pesticides that contained a certain chemical.
pestilent	An Inquisition tribunal was established in the capital in 1571, and in 1574 its first auto-da-fe was celebrated with the burning of twenty-one pestilent Lutherans.
pet	He's a regular pet now.
pest	It is the most serious pest of cotton in the West Indies.
pestilence	The pestilence was fearfully severe.
pestle	Even the Calaveras man is no exception, since his skull and his polished conical pestle, the latter made of stone more recent than the auriferous gravels, show him to have been of Digger Indian type.
petal	Even the tiny rose petal lips looked pale.
pestilential	And so pestilential was their touch considered that it was a crime for them to walk the common road barefooted.
petaloid	The seven series of Monocotyledons represent a sequence beginning with the most complicated epigynous orders, such as Orchideae and Scitamineae, and passing through the petaloid hypogynous orders (series Coronarieae) of which Liliaceae is the representative to Juncaceae and the palms (series Calycinae) where the perianth Ioses its petaloid character and thence to the Aroids, screw-pines and albuminous Dicotyledons the cotyledons act as the absorbents of the reserve-food of the seed and are commonly brought above ground (epigeal), either withdrawn from the seed-coat or carrying it upon them, and then they serve as the first green organs of the plant.
petersham	The suburbs comprise the following distinct municipalities, Alexandria, with a population in 1901 of 9341; Annandale, 8 349; Ashfield, 14,329; Balmain, 30,076; Bexley, 3079; Botany, 33 8 3; North Botany, 3772; Burwood, 7521; Camperdown, 7931 Canterbury, 4226; Concord, 2818;2818; Darlington, 3784; Drummoyne, 4244; Enfield, 2 4 97;97; Erskineville, 6059; Glebe, 19,220;, Hunter's Hill, 4232; Hurstville, 4019; Kogarah, 3892; Lane Cove, 1918; Leichhardt, 17,454; Manly, 5035; Marrickville, 18, 775; Eastwood, 713; Mosman, 5691; Newtown, 22,598;22,598; North Sydney, 22,040; Paddington, 21,984; Petersham, 15,307; Randwick, 9753; Redfern, 24,2,9; Rockdale, 7857; Ryde, 3222; St Peter's, 5906; Vaucluse, 1152; Waterloo, 9609;9609; Waverley, 12,342; Willoughby, 6004; Woollahra, 12,351.
petechiae	Bleeding into the skin takes the form of purpura or petechiae.
petiole	The petiole varies in length, being usually shorter than the lamina, but sometimes much longer.
petrel	This man was the stormy petrel of the period.
petitioner	Furthermore, the cause of action must have been recognized in the jurisdiction in which the petitioner resided at the time it arose.
petrochemical	Every time you or I use a petrochemical derived fuel it comes from a recorded supply.
petrifaction	There was a truth in these criticisms. It was the very aim of Hegelianism to render fluid the fixed phases of reality - to show existence not to be an immovable rock limiting the efforts of thought, but to have thought implicit in it, waiting for release from its petrifaction.
petrine	Recently Schubert has sought to derive the elements which are found in the Petrine Gospel, but not in the canonical gospels, from the original Ada Pilati, while Zahn exactly reverses the relation of these two works.
petition	The plea was included in a petition to the first parliament of Charles II.
petite	I've never been called petite in my life!
peter	He is not Peter Standish.
pollinate	Pollinate tomatoes by hand to ensure early fruit on plants intended for outdoor culture.
pollination	But the common agents for pollination are insects.
polling	Then you'd get on the bus or subway and go to the polling place and vote.
pollack	Mackerel, cod, pollack and flat-fishes are the kinds most frequently attacked by them in the sea; of river-fish the migratory Salmonidae and the shad are sometimes found with the marks of the teeth of the lamprey, or with the fish actually attached to them.
pollute	Do not pollute country streams with waste food, empty cans or bottles.
pollution	Heathenish cults and forbidden manners and customs are a pollution to the land and a deep insult to the true God.
polo	I have a couple of polo shirts, but no light shirts.
pollutant	Plastic bags in the ocean is a well documented water pollutant.
polloi	Leo Strauss thought hoi polloi could justifiable be kept docile by lies, and the biggest one is religion.
pollock	As Pollock and Maitland (History of English Law) say on the whole the charter contains little that is absolutely new.
pollster	It did prompt one well-known internet pollster to ask its panel to compare politicians with animals.
poltergeist	The Windmill The Windmill was once said to be haunted by a poltergeist.
polonaise	Under these circumstances began in 1864 the great persecution of the croyance Polonaise,as the Catholic faith was called.
polonium	After removing the uranium, it was found that the bismuth separated with a very active substance - polonium; this element was afterwards isolated by Marckwald, and proved to be identical with his radiotellurium; that the barium could be separated with another active substance - radium; whilst a third fraction, composed mainly of the rare earths (thorium, &c.), yielded to Debierne another radioactive element - actinium, which proved to be identical with the emanium of Giesel.
poly	Poly HC Pontypridd Ladies We are a club looking to explore new avenues in Europe.
polyanthus	The polyanthus or bunch narcissi form another well-marked group, whose peculiarity of producing many flowers on the stem is indicated by the name.
polyandry	In some islands polyandry was practised; in others the natives were monogamous.
polybasic	Liebig promoted his doctrine of polybasic acids.
polyamide	Compression bandages crepe, cotton crepe and cotton, polyamide, and elastane bandaging all provide support without exerting undue pressure.
polychaete	Of these 6, the two first to be considered are very plainly separable and represent the extremes of Polychaete organization.
polychromatic	The courts are ornamented by sculptures of great beauty and richness; the delicately-carved cedar ceiling bears traces of polychromatic painting.
polychrome	Its pulpit is decorated with the richest polychrome mosaic that can be found anywhere in Sicily or south Italy, and is quite Moslem in its brilliance.
polycarp	Philomelion was probably a Pergamenian foundation on the great Graeco-Roman highway from Ephesus to the east, and to its townsmen the Smyrniotes wrote the letter that describes the martyrdom of Polycarp. Cicero, on his way to Cilicia, dated some of his extant correspondence there; and the place played a considerable part in the frontier wars between the Byzantine emperors and the sultanate of Rum.
polycystic	Ovulation induction with urinary follicle stimulating hormone versus human menopausal gonadotropin for clomiphene-resistant polycystic ovary syndrome (Cochrane Review ).
polycrystalline	The tool durability increases from high speed steel cemented carbide polycrystalline diamond, but that sequence also applies to costs.
polyester	They'd gone shopping at the local Goodwill for their polyester outfits.
polycyclic	In such cases the vascular system is said to be polycyclic in contrast with the ordinary monocyclic condition, These internal strands or cylinders are to be regarded as peculiar types of elaboration of the stele, and probably act as reservoirs for water-storage which can be drawn upon when the water supply from the root is deficient.
polydactyly	Polydactyly and syndactyly are congenital malformations of the fingers and/or toes.
polyembryony	Polyembryony is generally associated with the development of cells other than the egg-cell.
polyethylene	This discovery he worked out very thoroughly in investigations of ethylene oxide and the polyethylene alcohols.
polygamist	Instead of trying to keep quiet with his illegal behavior, he instead chose to star in a reality show that chronicles his polygamist lifestyle.
polygala	These teeth sometimes form a regular fringe round the margin, and the petal becomes fimbriated, as in the pink; or laciniated, as in Lychnis Flos-cuculi; or crested, as in Polygala.
polygamous	They are strong, active birds, and are believed to be polygamous.
polygamy	Polygamy is almost confined to the richer classes.
prettily	Is of the nature of a leopard and prettily marked with stripes and oblong spots.
pretty	Oh, what a pretty sound it made!
prevail	Which of these two laws will prevail, God only knows.
pretzel	We got some salt water taffy and a chocolate covered pretzel to share.
prevalence	The prevalence of sunlight led to a restriction of the windows and exaggeration of wall space.
prevalent	The custom is prevalent in today's society.
prettiness	They're cold and flabby, like cabbages, in spite of their prettiness.
prevailingly	The Appalachian trends (N.E.S.W.) that are so prominent in the stratified belt of the middle Appalachians, and are fairly well marked in the crystalline belt of New Jersey and Pennsylvania, are prevailingly absent in New England.
prevent	Nature found a way to prevent that.
preventable	Most actions that result in wounds are preventable.
preventer	Most preventer inhalers contain corticosteroids, which are similar to natural hormones produced in the body.
preventive	But the efficiency of this preventive stops short at the point of saving human life.
preventible	Malarial fevers are also common, and diseases of the digestive organs, in great part easily preventible, figure among the principal causes of death.
preview	The preview was a foreshadowing of events in season six.
previous	The night was dark but starry, the road showed black in the snow that had fallen the previous day--the day of the battle.
preventative	Local knowledge and capacity has proved central to the success of preventative education.
prevision	Locke seems hardly to realize all that is implied in scientific prevision or expectation of change.
prevailing	The prevailing winds are from south to west.
prevention	A bill for the better prevention of pellagra was introduced in the spring of 1902.
price	Then they all agree to set the price per flip at $1,000.
preyer	Preyer's view is that the essential condition for initiation is fatigue of the will-power under a prolonged effort of undivided attention.
pricey	Bertha and I are a team, and she's a lot cheaper than renting one of those pricey new Jeeps.
prick	That's the kind of prick he is.
previously	She opened the door and the bright daylight in that previously darkened room startled her.
prickle	Cool air made all the skin of her naked body prickle.
pricking	The borzois jumped up, jerking the rings of the leashes and pricking their ears.
pride	Of course, his pride was injured.
prickling	Her throat felt tight and her eyes were prickling with tears.
priceless	How priceless are those last moments!
priest	After some readings and a hymn, the priest moved to the pulpit.
pricy	If that's too pricy the Milford Plaza is less expensive but totally not swanky at all.
prey	The town had become a prey to anarchy.
priestcraft	One of his great merits is that he was the first to dissociate medicine from priestcraft, and to direct exclusive attention to the natural history of disease.
prickly	I'll beat Old Prickly, all right.
priestess	I was asked, as a druid priestess, to do ceremony there.
prig	He was only saved by his intellect and his fine nature from turning out an arrant prig.
priestly	Women are admitted to priestly offices as well as men.
prim	She leaned against her mother and burst into such a loud, ringing fit of laughter that even the prim visitor could not help joining in.
primacy	Her ancient prestige, her geographical position and the intellectual primacy of her most noble children rendered Italy the battleground of principles that set all Christendom in motion, and by the clash of which she found herself for ever afterwards divided.
primal	There was something primal in his low growl that made her body boil.
primatial	The primatial see was placed at Malines (Mechlin), having under it Antwerp, Hertogenbosch, Roermond, Ghent, Bruges, and Ypres constituting the Flemish province; the second archbishopric was at Cambray, with Tournay, Arras, St Omer, and Namur, - the Walloon province; the third at Utrecht, with Haarlem, Middleburg, Leeuwarden, Groningen and Deventer, - the northern (Dutch) province.
priced	Let's turn ourselves in and get a high priced lawyer.
primates	The officials of primates in their turn made similar attempts.
prime	I think I might get the prime rib.
priesthood	I was sure he was making a mistake about the priesthood and I thought I was proving it.
primary	Support was heavy for the school's primary sport.
primeval	But he was a profoundly interested observer of affairs at home and among 1 The Assyrian term abubu is used of the great primeval deluge (in the Gilgamesh epic), and also of the local floods common in the country.
primitive	First, nutrition is a very primitive science.
priming	It would also be used in the seed priming project.
primer	This primer was his only book, and he loved it.
primitivism	When we visited there was a very striking exhibition examining how African folk art has influenced primitivism in western art.
primordial	The primordial air is conceived as animated.
primitively	The development, on the contrary, shows unequivocally that the endodermlamella arises as a local coalescence of the endodermal linings of a primitively extensive gastral space.
primogeniture	In 1639 inheritance by primogeniture was abolished, and this resulted in conflict with the British courts in the 18th century.
primo	If you're seeking the ultimate in comfortable footwear, consider Merrell Primo Scoop Clogs women styles for your next purchase.
primarily	Naval defence in any case remained primarily a question for the Imperial navy, and by agreement (1903, for ten years) between the British government and the governments of the Commonwealth (contributing an annual subsidy of £200,000) and of New Zealand (£40,000), an efficient fleet patrolled the Australasian waters, Sydney, its headquarters, being ranked as a first-class naval station.
prince	The prince shifted in his seat, his large frame tense.
primula	For example, in the genus Primula, a highly characteristic genus of the alpine flora, whose members are among the most striking ornaments of the rocks, the single northern species, P. farinosa, grows only in marshy meadows.
primus	The president or moderator of each church court was Primus inter pares.
primrose	The peduncle is simple, bearing a single flower, as in primrose; or branched, as in London-pride.
primp	Toni walked into the apartment like it was a catwalk, pausing every few feet to primp and pose.
primordium	In fact, while holding firmly by the former, Bonnet more or less modified the latter in his later writings, and, at length, he admits that a germ need not be an actual miniature of the organism, hut that it may be merely an original preformation capable of producing the latter.4 But, thus defined, the germ is neither more nor less than the particula genitalis of Aristotle, or the primordium vegetale or ovum of Harvey; and the evolution of such a germ would not be distinguishable from epigenesis.
princeling	He was not the same untried princeling who had saved him from the catacombs several years before.
principalship	In 1859 he was appointed successor to Brewster in the principalship of the United College of St Andrews, a position which he held until his death at Clifton on the 31st of December 1868.
principle	The basic principle was that those who worked hard would be rewarded.
princely	Princely correspondence was not always pleasant.
principium	In preparing lead plaster by boiling olive oil with oxide of lead and a little water - a process palpably analogous to that of the soap-boilerhe obtained a sweet substance which, called by himself Olsiiss ( principium dulce oleorum ), is now known as glycerin.
principe	Puerto Principe is connected by railway, 47 m.
princess	She patted Princess on the neck.
principality	Indeed, it was not so much a principality as a municipal republic of the Venetian type.
printout	You will be sent a printout should your child's pattern of attendance show any irregularities.
principal	The principal part of the city lies between these two streams, with its great plaza in the centre.
prioritize	We agreed to prioritize those where possible.
priority	The first priority was rescuing children.
prioress	The movement was especially strong in the diocese of Liege, and when Julienne, prioress of Mont-Cornillon near Liege (1222-1258), had a vision in which the need for the establishment of a festival in honour of the Sacrament was revealed to her, the matter was taken up with enthusiasm by the clergy, and in 1246 Robert de Torote, bishop of Liege, instituted such a festival for his diocese.
prise	Her relationship with Owen Tudor was never accepted by her royal in-laws, who did everything to prise the couple apart.
print	It seems to me when you practice letters, you print uppercase letters first, don't you?
printer	This printer is purely mechanical, and its speed is very high.
prism	If a suitable prism is placed in front of the eyes the double vision may be prevented.
principally	The fisheries are all fresh-water, principally white-fish, pickerel and pike.
prior	I'd witnessed his reaction the prior night.
prismoid	If R and S are the ends of a prismoid, A and B their areas, h the perpendicular distance between them, and C the area of a section by a plane parallel to R and S and midway between them, the volume of the prismoid is *h(A+4C+B).
prismoidal	This is known as the prismoidal formula.
prismatic	The crystals of prismatic habit represented in figs.
prissy	He had this funny, prissy way of talking, old fashioned-like... using big words when he didn't have to, always trying to impress.
priory	He practically made me call my brother and now I'm going up to Weston Priory in Vermont and spend the week with him.
printable	Puzzles are fun, educational, entertaining and are also printable.
pristine	The biohazard elimination field was marked by pristine white fencing.
printing	If the aim was the dissemination of ideas, the printing press could have accomplished that much better than warfare.
privateer	It was captured and plundered in 1 595 by the English privateer James Lancaster.
privateering	When the War of 1812 opened there were fully 600 seamen in the city, practically all of whom were engaged in privateering or in the regular naval service of the United States.
privacy	I need some privacy here.
privation	His last days were spent in a cave in the parish of Sorn, near his birthplace, and there he died in 1686, worn out by hardship and privation.
privative	Plato proceeds to explain by his principle of difference both privative and negative predicates, and also the possibility of false predication.
private	I'm trying to have a private conversation here.
privatization	The privatization policies had merely accentuated the power of the market principle over the principle of redistribution.
privilege	It did not turn his mill, and it was no privilege to him to behold it.
privately	They could discuss it privately when they got home.
prize	I've not taken a prize in weeks.
